strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	authors
USA/WA-UW361/2020	EPI_ISL_418928	MT263441	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW362/2020	EPI_ISL_418929	MT263442	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW363/2020	EPI_ISL_418930	MT263443	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW365/2020	EPI_ISL_418932	MT263445	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW366/2020	EPI_ISL_418933	MT263446	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW368/2020	EPI_ISL_418935	MT263448	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW369/2020	EPI_ISL_418936	MT263449	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW370/2020	EPI_ISL_418937	MT263450	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW371/2020	EPI_ISL_418938	MT263451	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW372/2020	EPI_ISL_418939	MT263452	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW373/2020	EPI_ISL_418940	MT263453	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW374/2020	EPI_ISL_418941	MT263454	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW375/2020	EPI_ISL_418942	MT263455	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW376/2020	EPI_ISL_418943	MT263456	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW378/2020	EPI_ISL_418944	MT263457	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW381/2020	EPI_ISL_418946	MT263460	UW Virology Lab	UW Virology Lab	Roychoudhury et al
USA/WA-UW380/2020	?	MT263459	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA	Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA	Roychoudhury,P., Greninger,A., Jerome,K.
Nepal/61/2020	EPI_ISL_410301	MT072688	National Influenza Centre, National Public Health Laboratory, Kathmandu, Nepal	The University of Hong Kong	Sah et al
China/IQTC02/2020	EPI_ISL_412967	MT123291	unknown	Technology Centre, Guangzhou Customs	Shi et al
China/IQTC01/2020	EPI_ISL_412966	MT123290	unknown	Technology Centre, Guangzhou Customs	Shi et al
Wuhan/OS52/2020	?	MT259226	CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences, No.44 Xiao Hong Shan, Wuhan, Hubei 430071, China	Genome  Warehouse (GWH,https://bigd.big.ac.cn/gwh/) of the China National Center for Bioinformation (CNCB)/National Genomics Data Center (NGDC, https://bigd.big.ac.cn)	Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.
Wuhan/YB012504/2020	?	MT259231	CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences, No.44 Xiao Hong Shan, Wuhan, Hubei 430071, China	Genome  Warehouse (GWH,https://bigd.big.ac.cn/gwh/) of the China National Center for Bioinformation (CNCB)/National Genomics Data Center (NGDC, https://bigd.big.ac.cn)	Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.
Wuhan/YB012506/2020	?	MT259230	CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences, No.44 Xiao Hong Shan, Wuhan, Hubei 430071, China	Genome  Warehouse (GWH,https://bigd.big.ac.cn/gwh/) of the China National Center for Bioinformation (CNCB)/National Genomics Data Center (NGDC, https://bigd.big.ac.cn)	Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.
Wuhan/YB012602/2020	?	MT259229	CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences, No.44 Xiao Hong Shan, Wuhan, Hubei 430071, China	Genome  Warehouse (GWH,https://bigd.big.ac.cn/gwh/) of the China National Center for Bioinformation (CNCB)/National Genomics Data Center (NGDC, https://bigd.big.ac.cn)	Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.
Wuhan/YB012605/2020	?	MT259228	CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences, No.44 Xiao Hong Shan, Wuhan, Hubei 430071, China	Genome  Warehouse (GWH,https://bigd.big.ac.cn/gwh/) of the China National Center for Bioinformation (CNCB)/National Genomics Data Center (NGDC, https://bigd.big.ac.cn)	Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.
Wuhan/YB012611/2020	?	MT259227	CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences, No.44 Xiao Hong Shan, Wuhan, Hubei 430071, China	Genome  Warehouse (GWH,https://bigd.big.ac.cn/gwh/) of the China National Center for Bioinformation (CNCB)/National Genomics Data Center (NGDC, https://bigd.big.ac.cn)	Si,H., Zhu,Y., Lin,H., Xie,S., Shi,Z., Zhou,P.
Finland/1/2020	EPI_ISL_407079	MT020781	Lapland Central Hospital	Department of Virology, University of Helsinki and Helsinki University Hospital, Helsinki, Finland	Smura et al
Yunnan/IVDC-YN-003/2020	EPI_ISL_408480	MT049951	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Tan et al
USA/CA5/2020	EPI_ISL_408010	MT027064	California Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH10/2020	EPI_ISL_418779	MT262904	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH11/2020	EPI_ISL_418780	MT262905	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH12/2020	EPI_ISL_418781	MT262906	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH13/2020	EPI_ISL_418782	MT262915	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH14/2020	EPI_ISL_418783	MT262907	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH17/2020	EPI_ISL_418784	MT262908	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH18/2020	EPI_ISL_418785	MT262909	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH19/2020	EPI_ISL_418786	MT262910	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH20/2020	EPI_ISL_418787	MT262911	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH21/2020	EPI_ISL_418788	MT262912	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH22/2020	EPI_ISL_418789	MT262913	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH23/2020	EPI_ISL_418790	MT262916	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH24/2020	EPI_ISL_418791	MT262914	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/WA-NH9/2020	EPI_ISL_418778	MT262903	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/IL1/2020	EPI_ISL_404253	MN988713	IL Department of Public Health Chicago Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
USA/AZ1/2020	EPI_ISL_406223	MN997409	Arizona Department of Health Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Tao et al
Taiwan/CGMH-CGU-01/2020	EPI_ISL_411915	MT192759	Laboratory Medicine	Department of Laboratory Medicine, Lin-Kou Chang Gung Memorial Hospital, Taoyuan, Taiwan.	Tsao et al
USA/CA1/2020	EPI_ISL_406034	MN994467	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Uehara et al
USA/CA2/2020	EPI_ISL_406036	MN994468	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Uehara et al
Taiwan/NTU01/2020	EPI_ISL_408489	MT066175	Department of Laboratory Medicine, National Taiwan University Hospital	Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine	Yeh et al
Taiwan/NTU02/2020	EPI_ISL_410218	MT066176	Department of Laboratory Medicine, National Taiwan University Hospital	Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine	Yeh et al
Hangzhou/HZ48/2020	EPI_ISL_418441	MT253701	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ49/2020	EPI_ISL_418442	MT253702	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ79/2020	EPI_ISL_418504	MT253708	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ90/2020	EPI_ISL_418506	MT253709	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hanghzou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ60/2020	EPI_ISL_418502	MT253705	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ62/2020	EPI_ISL_418503	MT253706	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ185/2020	EPI_ISL_418510	MT253698	Hangzhou Center for Disease Control and Prevention	Insepction Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ551/2020	EPI_ISL_418513	MT253703	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ638/2020	EPI_ISL_418515	MT253707	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ91/2020	EPI_ISL_418507	MT253710	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ162/2020	EPI_ISL_418508	MT253696	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ178/2020	EPI_ISL_418509	MT253697	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ477/2020	EPI_ISL_418511	MT253699	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ481/2020	EPI_ISL_418512	MT253700	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Hangzhou/HZ576/2020	EPI_ISL_418514	MT253704	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
Pakistan/Manga1/2020	?	MT262993	unknown	University Institute of Biochemistry and Biotechnology, Pir Mehr Ali Shah Arid Agriculture University Rawalpindi, Shamsabad, Murree Road, Rawalpindi, Punjab 46300,Pakistan	Zainab,T., Shamshad,S., Noureen,A., Malik,A., Asad,M.J., Rizvi,K.A.
USA/CA-PC101P/2020	EPI_ISL_414648	MT192765	Andersen Lab, The Scripps Research Institute	Andersen Lab, The Scripps Research Institute	Zeller et al
Shanghai/SH01/2020	EPI_ISL_414510	MT121215	unknown	Key Laboratory of Medical Molecular Virology (MOE/NHC/CAMS)	Zhang et al
Wuhan-Hu-1/2019	EPI_ISL_402125	MN908947	unknown	National Institute for Communicable Disease Control and Prevention (ICDC) Chinese Center for Disease Control and Prevention (China CDC)	Zhang et al
USA/CA6/2020	EPI_ISL_410044	MT044258	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WI1/2020	EPI_ISL_408670	MT039887	Wisconsin Department of Health Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WA-NH2/2020	EPI_ISL_418771	MT262896	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WA-NH3/2020	EPI_ISL_418772	MT262897	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WA-NH4/2020	EPI_ISL_418773	MT262898	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WA-NH5/2020	EPI_ISL_418774	MT262899	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WA-NH6/2020	EPI_ISL_418775	MT262900	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WA-NH7/2020	EPI_ISL_418776	MT262901	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
USA/WA-NH8/2020	EPI_ISL_418777	MT262902	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Zhang et al
China/IQTC03/2020	?	MT123293	Technology Centre, Guangzhou Customs	Technology Centre, Guangzhou Customs	Zheng,K., Shi,Y., Sun,J., Huang,J., Zhu,A., Sun,F., Zhuang,Z., Dai,J., Chen,Z., Huang,S., Zhang,Z., Li,X., Wang,Y.
Wuhan/WIV02/2019	EPI_ISL_402127	MN996527	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al
Wuhan/WIV04/2019	EPI_ISL_402124	MN996528	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al
Wuhan/WIV05/2019	EPI_ISL_402128	MN996529	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al
Wuhan/WIV06/2019	EPI_ISL_402129	MN996530	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al
Wuhan/WIV07/2019	EPI_ISL_402130	MN996531	Wuhan Jinyintan Hospital	Wuhan Institute of Virology, Chinese Academy of Sciences	Zhou et al
Argentina/C121/2020	EPI_ISL_420600	?	Servicio Virosis Respiratorias-Departamento Virología-INEI	Instituto Nacional Enfermedades Infecciosas C.G.Malbran	Baumeister E. et al
Australia/NSW527/2020	EPI_ISL_455066	?	Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al. et al
Australia/NSW529/2020	EPI_ISL_455068	?	Childrens Hospital Westmead	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al. et al
Australia/QLD01/2020	EPI_ISL_407894	?	Pathology Queensland	Public Health Virology Laboratory	Ben Huang et al
Australia/QLD04/2020	EPI_ISL_410718	?	Pathology Queensland	Public Health Virology Laboratory	Ben Huang et al
Australia/QLDID927/2020	EPI_ISL_418807	?	Pathology Queensland	Public Health Virology Laboratory	Bixing Huang et al
Austria/CeMM0003/2020	EPI_ISL_419656	?	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
Austria/CeMM0005/2020	EPI_ISL_419658	?	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
Austria/CeMM0045/2020	EPI_ISL_437932	?	Institut für Virologie am Department für Hygiene, Mikrobiologie und Public Health	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
Austria/CeMM0126/2020	EPI_ISL_437982	?	Institut für Virologie am Department für Hygiene, Mikrobiologie und Public Health	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
Austria/CeMM0251/2020	EPI_ISL_438081	?	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
Austria/CeMM0288/2020	EPI_ISL_438113	?	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
Austria/CeMM0292/2020	EPI_ISL_438116	?	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
Belgium/BA-02291/2020	EPI_ISL_415159	?	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
Belgium/NML-0325127/2020	EPI_ISL_420384	?	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
Belgium/ULG-6942/2020	EPI_ISL_417021	?	Department of Clinical Microbiology	GIGA Medical Genomics	Durkin Keith et al
Belgium/ULG-9619/2020	EPI_ISL_418649	?	Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al
Brazil/CV49/2020	EPI_ISL_429702	?	Central Public Health Laboratory/Octávio Magalhães Institute (IOM) from the Ezequiel Dias Foundation (FUNED)	Instituto Octávio Magalhães / Fundação Ezequiel Dias (IOM/Funed)	Talita Adelino et al
Brazil/SPBR-01/2020	EPI_ISL_412964	?	Hospital Israelita Albert Einstein	Instituto Adolfo Lutz Interdisciplinary Procedures Center Strategic Laboratory	Jaqueline Goes de Jesus et al
Brazil/SPBR-02/2020	EPI_ISL_413016	MT126808	Hospital Israelita Albert Einstein	Instituto Adolfo Lutz, Interdisciplinary Procedures Center, Strategic Laboratory	Jaqueline Goes de Jesus et al
Brazil/SPBR-08/2020	EPI_ISL_416029	?	Laboiratório Fleury	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	Claudio Tavares Sacchi et al
Canada/ON_QGLO-039/2020	EPI_ISL_459890	?	Kingston Health Sciences Center	Queen's Genomics Lab at Ongwanada (Q-GLO)	Sjaarda CP et al
Canada/Qc-L00240652/2020	EPI_ISL_450304	?	Hôpital Charles-LeMoyne	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Chile/Punta_Arenas_4/2020	EPI_ISL_445282	?	CLINICA MAGALLANES S.A.	Instituto de Salud Publica de Chile	Andrés E Castillo et al
Chile/Santiago_69/2020	EPI_ISL_445365	?	HOSPITAL DR.SOTERO DEL RIO	Instituto de Salud Publica de Chile	Andrés E Castillo et al
CostaRica/04/2020	EPI_ISL_434540	?	EBAIS Concepción Norte	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Duarte et al
Croatia/I7-S21new/2020	EPI_ISL_454606	?	Institute for Public Health	Laboratory for advanced genomics	Filip Rokić et al
CzechRepublic/951/2020	EPI_ISL_414477	?	The National Institute of Public Health Center for Epidemiology and Microbiology	State Veterinary Institute Prague	Alexander Nagy et al
CzechRepublic/IAB_21/2020	EPI_ISL_426895	?	Motol University Hospital	Institute of Applied Biotechnologies a.s.	Petr Brož et al
Denmark/ALAB-HH-195/2020	EPI_ISL_452058	?	Department of Clinical Microbiology, Copenhagen University Hospital, Hvidovre, Kettegaard Alle 30, 2650 Hvidovre.	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Rasmus Kirkegaard et al
Denmark/ALAB-SSI-839/2020	EPI_ISL_444932	?	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark, Artillerivej 5, 2300 Copenahgen S	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Rasmus Kirkegaard et al
Denmark/ALAB-SSI114/2020	EPI_ISL_429345	?	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark, Artillerivej 5, 2300 Copenahgen S	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Rasmus Kirkegaard et al
Denmark/SSI-01/2020	EPI_ISL_416142	?	Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark.	Statens Serum Institute	Morten Rasmussen et al
Denmark/SSI-09/2020	EPI_ISL_416141	?	Department of Virus and Microbiological Special diagnostics, Statens Serum Institut, Copenhagen, Denmark.	Statens Serum Institute	Morten Rasmussen et al
Egypt/NRC-01/2020	EPI_ISL_430820	?	Center of Scientific Excellence for Influenza Viruses, National Research Centre (NRC), Egypt.	Center of Scientific Excellence for Influenza Viruses, National Research Centre (NRC), Egypt.	Mohamed Ahmed Ali et al
Egypt/NRC-03/2020	EPI_ISL_430819	?	Center of Scientific Excellence for Influenza Viruses,National Research Centre (NRC), Egypt.	Center of Scientific Excellence for Influenza Viruses,National Research Centre (NRC), Egypt.	Mohamed Ahmed Ali et al
England/09c/2020	EPI_ISL_412116	?	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20099038206/2020	EPI_ISL_415129	?	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/200990723/2020	EPI_ISL_414012	?	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20100001406/2020	EPI_ISL_415132	?	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20130071804/2020	EPI_ISL_423662	?	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/CAMB-8473C/2020	EPI_ISL_440499	?	Department of Pathology, University of Cambridge	Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium	Luke W Meredith et al
England/CAMB-84778/2020	EPI_ISL_440514	?	Department of Pathology, University of Cambridge	Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium	Luke W Meredith et al
England/NOTT-10DF14/2020	EPI_ISL_425469	?	Queens Medical Centre, Clinical Microbiology Department / DeepSeq Nottingham	COVID-19 Genomics UK (COG-UK) Consortium	Gemma Clark et al
Finland/13M33/2020	EPI_ISL_418390	?	Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al
Finland/FIN03032020C/2020	EPI_ISL_413604	?	Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al
Georgia/Tb-673/2020	EPI_ISL_416478	?	R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Marine Murtskhvaladze et al
Germany/BAV-MVP0011/2020	EPI_ISL_437212	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/BAV-MVP0035/2020	EPI_ISL_437234	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/BAV-MVP0059/2020	EPI_ISL_437258	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/BAV-MVP0095/2020	EPI_ISL_437287	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/BAV-MVP0098/2020	EPI_ISL_452104	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/BAV-MVP0100/2020	EPI_ISL_437291	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/BAV-MVP0101/2020	EPI_ISL_437292	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/BAV-MVP0110/2020	EPI_ISL_451936	?	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
Germany/Baden-Wuerttemberg-1/2020	EPI_ISL_412912	?	State Health Office Baden-Wuerttemberg	Charité Universitätsmedizin Berlin, Institute of Virology	Victor M Corman et al
Germany/FrankfurtFFM3/2020	EPI_ISL_452219	?	University Hospital Frankfurt	Widera/Toptan	Tuna Toptan1 et al
Germany/FrankfurtFFM7/2020	EPI_ISL_452223	?	University Hospital Frankfurt	Widera/Toptan	Tuna Toptan1 et al
Germany/NRW-19/2020	EPI_ISL_417464	?	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams et al
Germany/NRW-51/2020	EPI_ISL_425135	?	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams et al
Ghana/1622_S2/2020	EPI_ISL_422384	?	NMIMR, Department of Virology	WACCBIP, University of Ghana	Joyce M. Ngoi et al
Greece/127_HPI/2020	EPI_ISL_430469	?	Hellenic Pasteur Institute, Public Health Laboratories	Hellenic Pasteur Institute, Public Health Laboratories, Unit of Bioinformatics and Applied Genomics	Vasiliki Pogka et al
